Title,Name,Type,ID,Sub. Organization,Full Organization Name,Sector,License,Security Class,View Audience,Download,Record Publish date,Record Last Modified,Description,Resource Status,Resource URL,Format,Resource Name,Resource ID,Resource Type
Office of the Comptroller General - FYE11 - BC Government Transfers,office-of-the-comptroller-general-fye11-bc-government-transfers,Dataset,ee3e1d6c-0c2b-46cb-8b1e-305611007382,2e897c10-3789-428e-a702-aea161abf0f4,"Ministry Of Finance, Financial Reporting and Advisory Services",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-24,2015-12-22,"For the fiscal year 2010-2011, government transfer...",completed,"https://catalogue.data.gov.bc.ca/dataset/ee3e1d6c-0c2b-46cb-8b1e-305611007382/resource/2430d68d-2646-4a22-a781-d16c336060d9/download/fye11govttransfers.xls,",xls,FYE11_Govt_Transfers.xls,2430d68d-2646-4a22-a781-d16c336060d9,Data
Office of the Comptroller General - FYE11 - BC Government Transfers,office-of-the-comptroller-general-fye11-bc-government-transfers,Dataset,ee3e1d6c-0c2b-46cb-8b1e-305611007382,2e897c10-3789-428e-a702-aea161abf0f4,"Ministry Of Finance, Financial Reporting and Advisory Services",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-24,2015-12-22,"For the fiscal year 2010-2011, government transfer...",completed,https://catalogue.data.gov.bc.ca/dataset/ee3e1d6c-0c2b-46cb-8b1e-305611007382/resource/79e2dfbb-1f1b-4796-8011-0636ebc905d3/download/fye11govttransfers.csv, csv, FYE11_Govt_Transfers.csv, 79e2dfbb-1f1b-4796-8011-0636ebc905d3, Data
Consolidated Revenue Fund Detailed Schedules of Payments - FYE07 - Suppliers to BC Government,consolidated-revenue-fund-detailed-schedules-of-payments-fye07-suppliers-to-bc-government,Dataset,3c28a87d-327c-4219-b290-369bc3951f3b,2e897c10-3789-428e-a702-aea161abf0f4,"Ministry Of Finance, Financial Reporting and Advisory Services",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-24,2015-12-22,"For the fiscal year 2006-2007, the details of paye...",completed,"https://catalogue.data.gov.bc.ca/dataset/3c28a87d-327c-4219-b290-369bc3951f3b/resource/f4e6098d-7ead-453e-9102-ad0ae31b21a8/download/fye07suppliers.xls,",xls,FYE07_Suppliers.xls,f4e6098d-7ead-453e-9102-ad0ae31b21a8,Data
Consolidated Revenue Fund Detailed Schedules of Payments - FYE07 - Suppliers to BC Government,consolidated-revenue-fund-detailed-schedules-of-payments-fye07-suppliers-to-bc-government,Dataset,3c28a87d-327c-4219-b290-369bc3951f3b,2e897c10-3789-428e-a702-aea161abf0f4,"Ministry Of Finance, Financial Reporting and Advisory Services",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-24,2015-12-22,"For the fiscal year 2006-2007, the details of paye...",completed,https://catalogue.data.gov.bc.ca/dataset/3c28a87d-327c-4219-b290-369bc3951f3b/resource/79555ec9-29d1-4fdf-ab53-23ba18762f81/download/fye07suppliers.csv, csv, FYE07_Suppliers.csv, 79555ec9-29d1-4fdf-ab53-23ba18762f81, Data
Consolidated Revenue Fund Detailed Schedules of Payments - FYE11 - Suppliers to BC Government,consolidated-revenue-fund-detailed-schedules-of-payments-fye11-suppliers-to-bc-government,Dataset,152a45cc-7083-4402-935a-553fe0c62786,2e897c10-3789-428e-a702-aea161abf0f4,"Ministry Of Finance, Financial Reporting and Advisory Services",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-24,2015-12-22,"For the fiscal year 2010-2011, the details of paye...",completed,"https://catalogue.data.gov.bc.ca/dataset/152a45cc-7083-4402-935a-553fe0c62786/resource/48674000-08ea-49d5-a49b-dad6f714df07/download/fye11suppliers.xls,",xls,FYE11_Suppliers.xls,48674000-08ea-49d5-a49b-dad6f714df07,Data
Consolidated Revenue Fund Detailed Schedules of Payments - FYE11 - Suppliers to BC Government,consolidated-revenue-fund-detailed-schedules-of-payments-fye11-suppliers-to-bc-government,Dataset,152a45cc-7083-4402-935a-553fe0c62786,2e897c10-3789-428e-a702-aea161abf0f4,"Ministry Of Finance, Financial Reporting and Advisory Services",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-24,2015-12-22,"For the fiscal year 2010-2011, the details of paye...",completed,https://catalogue.data.gov.bc.ca/dataset/152a45cc-7083-4402-935a-553fe0c62786/resource/f800255e-1e38-4b67-8dba-f6ea4c34c0d3/download/fye11suppliers.csv, csv, FYE11_Suppliers.csv, f800255e-1e38-4b67-8dba-f6ea4c34c0d3, Data
"BC Finance - Forest Revenues Change from Budget 2010, Table 2.4",bc-finance-forest-revenues-change-from-budget-2010-table-2-4,Dataset,6e3ce526-3a45-4076-b9c9-5a722d373dc5,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-23,2015-12-22,A tabular presentation of British Columbia forest ...,completed,https://catalogue.data.gov.bc.ca/dataset/6e3ce526-3a45-4076-b9c9-5a722d373dc5/resource/35c16c5b-f2dc-4d6e-b26e-eb16a0ed3cd6/download/bcfinforrevchangefrombudget2010.xlsx,xlsx,BC_Fin_For_Rev_Change_from_Budget_2010.xlsx,35c16c5b-f2dc-4d6e-b26e-eb16a0ed3cd6,Data
"BC Finance - Key Provincial Debt Indicators, 1999-2000 to 2010-2011, Table A2.13",bc-finance-key-provincial-debt-indicators-1999-2000-to-2010-2011-table-a2-13,Dataset,f9dd7bf8-5b07-438d-98a5-1423a8bd4ac4,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of British Columbia key pro...,completed,https://catalogue.data.gov.bc.ca/dataset/f9dd7bf8-5b07-438d-98a5-1423a8bd4ac4/resource/39cd61b4-9c46-4ff7-ba02-4776594f80a2/download/bcfinkeyprovdebtindicators19992011.xlsx,xlsx,BC_Fin_Key_Prov_Debt_Indicators_1999_2011.xlsx,39cd61b4-9c46-4ff7-ba02-4776594f80a2,Data
"BC Finance - Other Revenue Change from Budget 2010, Table 2.5",bc-finance-other-revenue-change-from-budget-2010-table-2-5,Dataset,f32b91d9-abbd-4de5-ac07-d45e13b99ffa,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of British Columbia other 2...,completed,https://catalogue.data.gov.bc.ca/dataset/f32b91d9-abbd-4de5-ac07-d45e13b99ffa/resource/e75b59ba-d587-4a43-ac37-8325fde5da4f/download/bcfinotherrevchangefrombudget2010.xlsx,xlsx,BC_Fin_Other_Rev_Change_from_Budget_2010.xlsx,e75b59ba-d587-4a43-ac37-8325fde5da4f,Data
"BC Finance - Historical Value of Mineral, Petroleum and Natural Gas Shipments, Table A1.11",bc-finance-historical-value-of-mineral-petroleum-and-natural-gas-shipments-table-a1-11,Dataset,f264ffd6-54ec-42db-93d1-a2e1ba534ea5,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of the hitorical value of B...,completed,https://catalogue.data.gov.bc.ca/dataset/f264ffd6-54ec-42db-93d1-a2e1ba534ea5/resource/937d6734-1320-4429-a88e-22244045d939/download/bcfinhistoricalvalueminpetrolnatgasshipments.xlsx,xlsx,BC_Fin_Historical_Value_Min_Petrol_Nat_Gas_Shipments.xlsx,937d6734-1320-4429-a88e-22244045d939,Data
"BC Finance - Historical Operating Statement Surplus (Deficit), Table A2.14",bc-finance-historical-operating-statement-surplus-deficit-table-a2-14,Dataset,ecbfa5d5-d488-40cf-951b-8e1d94c30676,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular summary of British Columbia historical o...,completed,https://catalogue.data.gov.bc.ca/dataset/ecbfa5d5-d488-40cf-951b-8e1d94c30676/resource/73372efe-a360-4c99-ad01-d7bd11b5705d/download/bcfinhistoricaloperatingstatementsurplusdeficit.xlsx,xlsx,BC_Fin_Historical_Operating_Statement_Surplus_Deficit.xlsx,73372efe-a360-4c99-ad01-d7bd11b5705d,Data
"BC Finance - Provincial Debt Summary, Table 2.10",bc-finance-provincial-debt-summary-table-2-10,Dataset,ebd061d0-217b-49ff-8bd0-5862f595bf17,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation summarizing British Columbi...,completed,https://catalogue.data.gov.bc.ca/dataset/ebd061d0-217b-49ff-8bd0-5862f595bf17/resource/fe0b655f-077b-47c8-8e0c-64dfaf348021/download/bcfinprovdebtsummary.xlsx,xlsx,BC_Fin_Prov_Debt_Summary.xlsx,fe0b655f-077b-47c8-8e0c-64dfaf348021,Data
BC Finance - Liquor Distribution Branch - Five Year Income Statement for the Years Ended March 31 2011 - Table 3.2,bc-finance-liquor-distribution-branch-five-year-income-statement-for-the-years-ended-march-31-2011-t,Dataset,e8c008b4-5f46-48be-9f09-c88579741dc5,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of the British Columbia Liq...,completed,https://catalogue.data.gov.bc.ca/dataset/e8c008b4-5f46-48be-9f09-c88579741dc5/resource/f9dd50fe-d567-43d0-81db-19d4544ee31f/download/bcfinldbincomestatement20072011.xlsx,xlsx,BC_Fin_LDB_Income_Statement_2007_2011.xlsx,f9dd50fe-d567-43d0-81db-19d4544ee31f,Data
"BC Finance - Net Liabilities and Accumulated Surplus, Table 2.13",bc-finance-net-liabilities-and-accumulated-surplus-table-2-13,Dataset,e542e3f1-fb11-4fde-a8a6-e7680b309753,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of British Columbia net lia...,completed,https://catalogue.data.gov.bc.ca/dataset/e542e3f1-fb11-4fde-a8a6-e7680b309753/resource/7f5235a4-a557-4f5f-a890-1b5abe1b4a62/download/bcfinnetliabilitiesaccumulatedsurplus.xlsx,xlsx,BC_Fin_Net_Liabilities_Accumulated_Surplus.xlsx,7f5235a4-a557-4f5f-a890-1b5abe1b4a62,Data
"BC Finance - Expense by Ministry, Program and Agency, Table 2.7",bc-finance-expense-by-ministry-program-and-agency-table-2-7,Dataset,e02816d7-26f4-47dd-911d-1c685194e02b,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of the British Columbia exp...,completed,https://catalogue.data.gov.bc.ca/dataset/e02816d7-26f4-47dd-911d-1c685194e02b/resource/7eb26872-c8af-4f86-81d8-4ed410739d18/download/bcfinexpenseministryprogramagency.xlsx,xlsx,BC_Fin_Expense_Ministry_Program_Agency.xlsx,7eb26872-c8af-4f86-81d8-4ed410739d18,Data
"BC Finance - Interprovincial Comparison of Credit Ratings, July 2011, Table 2.12",bc-finance-interprovincial-comparison-of-credit-ratings-july-2011-table-2-12,Dataset,dcb5558c-5647-4bad-bdee-e1d26ea1c6fc,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular comparison of Canadian interprovincial c...,completed,https://catalogue.data.gov.bc.ca/dataset/dcb5558c-5647-4bad-bdee-e1d26ea1c6fc/resource/9129354e-de0a-4cd8-a8fb-f1d02e7319e9/download/bcfininterprovcompofcreditratingsjuly2011.xlsx,xlsx,BC_Fin_Interprov_Comp_of_Credit_Ratings_July_2011.xlsx,9129354e-de0a-4cd8-a8fb-f1d02e7319e9,Data
"BC Finance - British Columbia International Goods Exports by Market Area, Table A1.8",bc-finance-british-columbia-international-goods-exports-by-market-area-table-a1-8,Dataset,d6a5a397-113c-48b9-8f91-9d5b34611b3b,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of British Columbia interna...,completed,https://catalogue.data.gov.bc.ca/dataset/d6a5a397-113c-48b9-8f91-9d5b34611b3b/resource/02541659-eade-4b1c-be5a-9c5c40d784b5/download/bcfinbcintlexportsmarketarea.xlsx,xlsx,BC_Fin_BC_Intl_Exports_Market_Area.xlsx,02541659-eade-4b1c-be5a-9c5c40d784b5,Data
"BC Finance - Operating Statement, Table 2.1",bc-finance-operating-statement-table-2-1,Dataset,d1640392-0a37-477a-9d28-e80da9d9dd22,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of the British Columbia ope...,completed,https://catalogue.data.gov.bc.ca/dataset/d1640392-0a37-477a-9d28-e80da9d9dd22/resource/b834a259-953d-4e75-89c4-887c317cc2c9/download/bcfinoperatingstatement.xlsx,xlsx,BC_Fin_Operating_Statement.xlsx,b834a259-953d-4e75-89c4-887c317cc2c9,Data
"BC Finance - Operating Statement, 1999-2000 to 2010-11, Table A2.2",bc-finance-operating-statement-1999-2000-to-2010-11-table-a2-2,Dataset,b4ff3cf8-beee-423a-a6d8-ce34d4b774e2,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation summarizing British Columbi...,completed,https://catalogue.data.gov.bc.ca/dataset/b4ff3cf8-beee-423a-a6d8-ce34d4b774e2/resource/378c776d-0ab2-44e9-a018-d612b2df4bbb/download/bcfinoperatingstatement19992011.xlsx,xlsx,BC_Fin_Operating_Statement_1999_2011.xlsx,378c776d-0ab2-44e9-a018-d612b2df4bbb,Data
"BC Finance - Petroleum and Natural Gas Activity Indicators, Table A1.12",bc-finance-petroleum-and-natural-gas-activity-indicators-table-a1-12,Dataset,ace521ea-02d6-4b44-98aa-92a864f857b2,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of British Columbia petrole...,completed,https://catalogue.data.gov.bc.ca/dataset/ace521ea-02d6-4b44-98aa-92a864f857b2/resource/30a6973e-5d06-4d09-98ba-c3f74eb2b438/download/bcfinpetrolnatgasactivityindicators.xlsx,xlsx,BC_Fin_Petrol_Nat_Gas_Activity_Indicators.xlsx,30a6973e-5d06-4d09-98ba-c3f74eb2b438,Data
"BC Finance - Tax Details 2012, Table 4.1",bc-finance-tax-details-2012-table-4-1,Dataset,a54aa870-a707-4503-b46d-06b79b83e690,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular summary of Britiash Columbia provincial ...,completed,https://catalogue.data.gov.bc.ca/dataset/a54aa870-a707-4503-b46d-06b79b83e690/resource/13b06fdb-7d84-4691-9c81-0cdbf3b7368d/download/bcfintaxdetails2011.xlsx,xlsx,BC_Fin_Tax_Details_2011.xlsx,13b06fdb-7d84-4691-9c81-0cdbf3b7368d,Data
"BC Finance - Capital Spending, Table 2.8",bc-finance-capital-spending-table-2-8,Dataset,965f2f89-38a3-4793-b4e8-128035dab62a,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of British Columbia capital...,completed,https://catalogue.data.gov.bc.ca/dataset/965f2f89-38a3-4793-b4e8-128035dab62a/resource/a051d0ea-9c92-483e-9194-3dfea3f36db6/download/bcfincapitalspending.xlsx,xlsx,BC_Fin_Capital_Spending.xlsx,a051d0ea-9c92-483e-9194-3dfea3f36db6,Data
"BC Finance - Key Debt Indicators, 2006-07 to 2010-11, Table 2.11",bc-finance-key-debt-indicators-2006-07-to-2010-11-table-2-11,Dataset,831a60e4-025d-46ef-b473-33b7f257018a,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of British Columbia total a...,completed,https://catalogue.data.gov.bc.ca/dataset/831a60e4-025d-46ef-b473-33b7f257018a/resource/b386fcd5-782e-4195-b59e-4090cd6cfffd/download/bcfinkeydebtindicators20062011.xlsx,xlsx,BC_Fin_Key_Debt_Indicators_2006_2011.xlsx,b386fcd5-782e-4195-b59e-4090cd6cfffd,Data
"BC Finance - Statement of Financial Position, 1999-2000 to 2010-11, Table A2.3; Changes in Financial Position, 2000-01 to 2010-11, Table A2.4",bc-finance-statement-of-financial-position-1999-2000-to-2010-11-table-a2-3-changes-in-financial-posi,Dataset,7a4d0af8-5771-4690-8985-81c6e6b1f54b,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,Table A2.3 a tabular presentation summarizing Brit...,completed,https://catalogue.data.gov.bc.ca/dataset/7a4d0af8-5771-4690-8985-81c6e6b1f54b/resource/da1ed6eb-4333-4755-93f4-b33e7b7dc87a/download/bcfinstatementchangefinancialposition19992011.xlsx,xlsx,BC_Fin_Statement_Change_Financial_Position_1999_2011.xlsx,da1ed6eb-4333-4755-93f4-b33e7b7dc87a,Data
"BC Finance - Historical Provincial Debt Summary, Table A2.15",bc-finance-historical-provincial-debt-summary-table-a2-15,Dataset,72f7f2cb-57ba-4123-9950-2cfd35d8cfb2,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation summarizing British Columbi...,completed,https://catalogue.data.gov.bc.ca/dataset/72f7f2cb-57ba-4123-9950-2cfd35d8cfb2/resource/2f56a805-a17d-4c70-b555-0dd311a08ff7/download/bcfinhistoricalprovdebtsummary.xlsx,xlsx,BC_Fin_Historical_Prov_Debt_Summary.xlsx,2f56a805-a17d-4c70-b555-0dd311a08ff7,Data
"BC Finance - Interprovincial Comparisons of Tax Rates, 2011, Table 4.2",bc-finance-interprovincial-comparisons-of-tax-rates-2011-table-4-2,Dataset,70c51e89-5003-4a09-9594-487399ed2643,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of interprovincial non-pers...,completed,https://catalogue.data.gov.bc.ca/dataset/70c51e89-5003-4a09-9594-487399ed2643/resource/3518deea-aa64-4e26-9b1a-1f29e7696d66/download/bcfininterprovcomptaxratejuly2011.xlsx,xlsx,BC_Fin_Interprov_Comp_Tax_Rate_July_2011.xlsx,3518deea-aa64-4e26-9b1a-1f29e7696d66,Data
"BC Finance - Expense by Function, 1999-2000 to 2010-11, Table A2.7; Expense by Function Supplementary Information, 1999-2000 to 2010-11, Table A2.8",bc-finance-expense-by-function-1999-2000-to-2010-11-table-a2-7-expense-by-function-supplementary-inf,Dataset,66a4dff9-a4c1-45fd-b49d-f8aa15fbf2ea,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,Table A2.7 - A tabular presentation summarizing Br...,completed,https://catalogue.data.gov.bc.ca/dataset/66a4dff9-a4c1-45fd-b49d-f8aa15fbf2ea/resource/01271af4-72e8-403c-9b25-1bd696484bd1/download/bcfinexpensefunction19992011.xlsx,xlsx,BC_Fin_Expense_Function_1999_2011.xlsx,01271af4-72e8-403c-9b25-1bd696484bd1,Data
"BC Finance - Budget Forecasts, 2010-11, Year in Review, Table A2.1",bc-finance-budget-forecasts-2010-11-year-in-review-table-a2-1,Dataset,6289e3d1-37ce-4635-9dc8-b3252310881e,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of British Columbia 2010-11...,completed,https://catalogue.data.gov.bc.ca/dataset/6289e3d1-37ce-4635-9dc8-b3252310881e/resource/f3073c3f-194f-42f3-b57d-c9d36c67f277/download/bcfinforecastsyearinreview20102011.xlsx,xlsx,BC_Fin_Forecasts_Year_in_Review_2010_2011.xlsx,f3073c3f-194f-42f3-b57d-c9d36c67f277,Data
"BC Finance - Historical Commodity Prices (in US Dollars), Table A1.9",bc-finance-historical-commodity-prices-in-us-dollars-table-a1-9,Dataset,5132e450-a8f1-4ba4-89b4-cab02770e349,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of hitorical commodity pric...,completed,https://catalogue.data.gov.bc.ca/dataset/5132e450-a8f1-4ba4-89b4-cab02770e349/resource/083a4ea8-89c6-4b94-b92d-38a41a6c5934/download/bcfinhistoricalcommodityprices.xlsx,xlsx,BC_Fin_Historical_Commodity_Prices.xlsx,083a4ea8-89c6-4b94-b92d-38a41a6c5934,Data
"BC Finance - Capital Spending, 1999-2000 to 2010-11, Table A2.10",bc-finance-capital-spending-1999-2000-to-2010-11-table-a2-10,Dataset,445620ed-feb0-4e8f-afef-e7b019a9a3ec,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of British Columbia taxpaye...,completed,https://catalogue.data.gov.bc.ca/dataset/445620ed-feb0-4e8f-afef-e7b019a9a3ec/resource/4dd1aaaf-24ef-4727-8181-3eb0bb64ee1c/download/bcfincapitalspending19992011.xlsx,xlsx,BC_Fin_Capital_Spending_1999_2011.xlsx,4dd1aaaf-24ef-4727-8181-3eb0bb64ee1c,Data
"BC Finance - Capital Expenditure Projects Greater Than $50 Million, Table 2.9",bc-finance-capital-expenditure-projects-greater-than-50-million-table-2-9,Dataset,4223636c-6b23-4663-bb2f-8ce0f8235d76,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of British Columbia capital...,completed,https://catalogue.data.gov.bc.ca/dataset/4223636c-6b23-4663-bb2f-8ce0f8235d76/resource/72f905fc-aa19-4f16-9e93-ccb6a3a0782e/download/bcfincapexpprojgreaterthan50.xlsx,xlsx,BC_Fin_Cap_Exp_Proj_Greater_Than_50.xlsx,72f905fc-aa19-4f16-9e93-ccb6a3a0782e,Data
"BC Finance - Consumption and Other Tax Revenues Change from Budget 2010, Table 2.2",bc-finance-consumption-and-other-tax-revenues-change-from-budget-2010-table-2-2,Dataset,3121d618-4ba2-473e-b546-22783491b9e9,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of British Columbia consump...,completed,https://catalogue.data.gov.bc.ca/dataset/3121d618-4ba2-473e-b546-22783491b9e9/resource/22eaa1c3-128e-4303-af24-61a01e5526da/download/bcfinconstaxrevchangefrombudget2010.xlsx,xlsx,BC_Fin_Cons_Tax_Rev_Change_from_Budget_2010.xlsx,22eaa1c3-128e-4303-af24-61a01e5526da,Data
BC Finance - Tax Changes Announced in 2011,bc-finance-tax-changes-announced-in-2011,Dataset,2fee0e83-070b-463c-a200-799dd1267729,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A summary document of ammendments to British Colum...,completed,https://catalogue.data.gov.bc.ca/dataset/2fee0e83-070b-463c-a200-799dd1267729/resource/b4f1fd2f-32a1-40b0-9042-19e6ff4df611/download/bcfintaxchangesannounced2011.xlsx,xlsx,BC_Fin_Tax_Changes_Announced_2011.xlsx,b4f1fd2f-32a1-40b0-9042-19e6ff4df611,Data
"BC Finance - Provincial Debt, 1999-2000 to 2010-11, Table A2.11; Provincial Debt Supplementary Information, 1999-2000 to 2010-11, Table A2.12",bc-finance-provincial-debt-1999-2000-to-2010-11-table-a2-11-provincial-debt-supplementary-informatio,Dataset,2c7af925-5319-4484-ba35-09433dd35787,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,Table A2.11 - A tabular presentation summarizing B...,completed,https://catalogue.data.gov.bc.ca/dataset/2c7af925-5319-4484-ba35-09433dd35787/resource/469fad74-edbe-45a4-90a1-154aee7331c4/download/bcfinprovdebt19992011.xlsx,xlsx,BC_Fin_Prov_Debt_1999_2011.xlsx,469fad74-edbe-45a4-90a1-154aee7331c4,Data
"BC Finance - Energy and Mineral Revenues Change from Budget 2010, Table 2.3",bc-finance-energy-and-mineral-revenues-change-from-budget-2010-table-2-3,Dataset,1fba9ab2-386e-40ce-b63a-2b1c242283df,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of British Columbia energy ...,completed,https://catalogue.data.gov.bc.ca/dataset/1fba9ab2-386e-40ce-b63a-2b1c242283df/resource/a0bfa765-fe21-47cb-8744-f8154ded0f04/download/bcfinenergymineralrevchangefrombudget2010.xlsx,xlsx,BC_Fin_Energy_Mineral_Rev_Change_from_Budget_2010.xlsx,a0bfa765-fe21-47cb-8744-f8154ded0f04,Data
"BC Finance - Pension Plan Balances, Table 2.14",bc-finance-pension-plan-balances-table-2-14,Dataset,05dfe6a2-34d4-4bbe-8922-dd9f36e01371,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-02-22,2015-12-22,A tabular presentation of British Columbia public ...,completed,https://catalogue.data.gov.bc.ca/dataset/05dfe6a2-34d4-4bbe-8922-dd9f36e01371/resource/4cbde9d0-20c8-4c87-a8f4-4f4ff0575377/download/bcfinpensionplanbalances.xlsx,xlsx,BC_Fin_Pension_Plan_Balances.xlsx,4cbde9d0-20c8-4c87-a8f4-4f4ff0575377,Data
